Relative Pressure,Surf. Area,Promedio Surf. Area,Desviación Estándar Individual,Error Estándar Individual
0.397414,6.6067,6.732575,0.12587499999999974,0.06293749999999987
0.446178,6.4666,,0.2659750000000001,0.13298750000000004
0.444064,6.9297,,0.19712500000000066,0.09856250000000033
0.388259,6.9273,,0.19472500000000004,0.09736250000000002
